α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	-1.00000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	-0.60000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	-0.20000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	0.20000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	0.60000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
α	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.53645 	-1.00000 	1.00000 	-1.00000 	0.00000 	-0.66667 	0.33333 	-0.33333 	0.66667 	1.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-1.00000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-0.60000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	-0.20000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	0.20000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	0.60000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
β	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.01639 	-1.00000 	1.00000 	0.33333 	0.66667 	-0.66667 	1.00000 	-1.00000 	-0.33333 	0.00000 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-1.00000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-0.60000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	-0.20000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.20000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	0.60000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
γ	s1	0.81818 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	0.55611 	-1.00000 	1.00000 	0.33333 	0.00000 	-0.33333 	1.00000 	-1.00000 	-0.66667 	-0.33333 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-1.00000 	0.33333 	0.00000 	-0.33333 	0.66667 	-1.00000 	1.00000 	-0.66667 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-0.60000 	0.33333 	0.00000 	-0.33333 	0.66667 	-1.00000 	1.00000 	-0.66667 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	-0.20000 	0.33333 	0.00000 	-0.33333 	0.66667 	-1.00000 	1.00000 	-0.66667 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	0.20000 	0.33333 	0.00000 	-0.33333 	0.66667 	-1.00000 	1.00000 	-0.66667 
α	s2	0.00000 	0.00000 	0.72727 	-0.45455 	-0.09091 	0.45455 	-0.72727 	-0.18182 	-0.14237 	-1.00000 	0.60000 	0.33333 	0.00000 	-0.33333 	0.66667 	-1.00000 	1.00000 	-0.66667 
